audio_file_stem,lyric_file_stem,quadrant,genres,popular_genre,label
MT0006877397,MT0006877397,Q3,Pop/Rock,Pop/Rock,0
MT0006879985,MT0006879985,Q2,Rap,Rap,4
MT0006929157,MT0006929157,Q2,"Electronic,Rap",Electronic,5
MT0006933170,MT0006933170,Q2,Pop/Rock,Pop/Rock,0
A148-102,L038-102,Q1,Pop/Rock,Pop/Rock,0
MT0006937715,MT0006937715,Q1,Pop/Rock,Pop/Rock,0
MT0006939177,MT0006939177,Q2,Rap,Rap,4
MT0006955716,MT0006955716,Q4,"Classical,Holiday,Vocal",Vocal,6
MT0006983241,MT0006983241,Q4,"Comedy/Spoken,Holiday",Holiday,11
MT0007037296,MT0007037296,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0007039082,MT0007039082,Q4,"Pop/Rock,Religious",Pop/Rock,0
MT0007043504,MT0007043504,Q2,Rap,Rap,4
MT0007051057,MT0007051057,Q3,"Blues,R&B",R&B,3
MT0007051188,MT0007051188,Q4,"Rap,Religious",Rap,4
MT0007053424,MT0007053424,Q4,"Comedy/Spoken,Jazz",Jazz,2
MT0007067293,MT0007067293,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0007071481,MT0007071481,Q2,Rap,Rap,4
MT0007072992,MT0007072992,Q4,"Jazz,Vocal",Jazz,2
MT0007075838,MT0007075838,Q2,Pop/Rock,Pop/Rock,0
MT0007081433,MT0007081433,Q4,"Country,Pop/Rock",Pop/Rock,0
MT0007087238,MT0007087238,Q4,"Comedy/Spoken,Holiday",Holiday,11
MT0007102148,MT0007102148,Q3,"Blues,R&B",R&B,3
MT0007102997,MT0007102997,Q4,"Jazz,Vocal",Jazz,2
MT0007106784,MT0007106784,Q3,"Blues,R&B",R&B,3
MT0007109938,MT0007109938,Q2,Rap,Rap,4
MT0007113915,MT0007113915,Q3,"Electronic,Pop/Rock",Pop/Rock,0
MT0007117290,MT0007117290,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0007127869,MT0007127869,Q2,Pop/Rock,Pop/Rock,0
MT0007132421,MT0007132421,Q1,"Electronic,Latin,Pop/Rock",Pop/Rock,0
MT0007136180,MT0007136180,Q1,"Comedy/Spoken,Pop/Rock",Pop/Rock,0
MT0007142175,MT0007142175,Q4,Pop/Rock,Pop/Rock,0
MT0007147603,MT0007147603,Q1,Blues,Blues,7
MT0007186714,MT0007186714,Q4,Country,Country,1
MT0007190016,MT0007190016,Q1,Pop/Rock,Pop/Rock,0
MT0007210245,MT0007210245,Q2,Pop/Rock,Pop/Rock,0
MT0007269020,MT0007269020,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0007280044,MT0007280044,Q3,Pop/Rock,Pop/Rock,0
MT0007329488,MT0007329488,Q1,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0007337206,MT0007337206,Q2,Pop/Rock,Pop/Rock,0
MT0007349422,MT0007349422,Q2,Rap,Rap,4
MT0007350911,MT0007350911,Q1,"Jazz,R&B",R&B,3
MT0007353661,MT0007353661,Q4,"Folk,Pop/Rock",Pop/Rock,0
MT0007356476,MT0007356476,Q4,"Stage & Screen,Vocal",Vocal,6
MT0007379700,MT0007379700,Q2,Pop/Rock,Pop/Rock,0
MT0007384768,MT0007384768,Q1,R&B,R&B,3
MT0007390015,MT0007390015,Q1,R&B,R&B,3
MT0007393408,MT0007393408,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0007410187,MT0007410187,Q3,Vocal,Vocal,6
MT0007412399,MT0007412399,Q3,"Pop/Rock,R&B",Pop/Rock,0
MT0007412921,MT0007412921,Q4,"Electronic,Pop/Rock,Rap,Stage & Screen",Pop/Rock,0
MT0007413949,MT0007413949,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0007433643,MT0007433643,Q4,"Deep Soul,Southern Soul,Soul,R&B",R&B,3
A104-119,L154-119,Q1,"Contemporary Pop/Rock,Teen Pop,Pop/Rock",Pop/Rock,0
MT0007442223,MT0007442223,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0007453719,MT0007453719,Q4,"Jazz,Vocal",Jazz,2
MT0007477802,MT0007477802,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0007522436,MT0007522436,Q2,Rap,Rap,4
MT0007556029,MT0007556029,Q4,"Folk,Vocal",Vocal,6
MT0007602902,MT0007602902,Q2,Pop/Rock,Pop/Rock,0
MT0007607008,MT0007607008,Q1,Rap,Rap,4
MT0007627521,MT0007627521,Q2,"International,Pop/Rock",Pop/Rock,0
MT0007644103,MT0007644103,Q1,R&B,R&B,3
MT0007663424,MT0007663424,Q2,Pop/Rock,Pop/Rock,0
MT0007696006,MT0007696006,Q2,"Electronic,Pop/Rock",Pop/Rock,0
A085-69,L135-69,Q3,"Alternative/Indie Rock,Pop/Rock,Celtic Rock,Contemporary Pop/Rock,Alternative Pop/Rock,Adult Alternative Pop/Rock",Pop/Rock,0
MT0007728545,MT0007728545,Q3,Vocal,Vocal,6
MT0007757097,MT0007757097,Q1,Country,Country,1
MT0007766156,MT0007766156,Q4,"Jazz,Latin",Jazz,2
MT0007806202,MT0007806202,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0007825188,MT0007825188,Q2,"International,Pop/Rock",Pop/Rock,0
MT0007832902,MT0007832902,Q2,"International,Pop/Rock",Pop/Rock,0
MT0007859380,MT0007859380,Q1,"Jazz,Vocal",Jazz,2
MT0007860263,MT0007860263,Q3,"Blues,Jazz,Vocal",Jazz,2
MT0007866540,MT0007866540,Q2,Rap,Rap,4
MT0007868583,MT0007868583,Q1,Pop/Rock,Pop/Rock,0
MT0007924549,MT0007924549,Q2,"International,Pop/Rock",Pop/Rock,0
MT0007934529,MT0007934529,Q2,"International,Pop/Rock",Pop/Rock,0
MT0007939281,MT0007939281,Q2,"International,Pop/Rock",Pop/Rock,0
MT0007959122,MT0007959122,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0007961100,MT0007961100,Q2,"International,Pop/Rock",Pop/Rock,0
MT0007983016,MT0007983016,Q4,Pop/Rock,Pop/Rock,0
MT0007991638,MT0007991638,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0008029439,MT0008029439,Q1,Country,Country,1
MT0008046899,MT0008046899,Q1,Country,Country,1
MT0008077878,MT0008077878,Q2,Pop/Rock,Pop/Rock,0
MT0008084656,MT0008084656,Q2,Pop/Rock,Pop/Rock,0
MT0008105399,MT0008105399,Q1,Country,Country,1
MT0008120072,MT0008120072,Q3,"Blues,R&B",R&B,3
MT0008130158,MT0008130158,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0008138963,MT0008138963,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0008154135,MT0008154135,Q4,Pop/Rock,Pop/Rock,0
MT0008166431,MT0008166431,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0008184180,MT0008184180,Q2,Pop/Rock,Pop/Rock,0
MT0008211502,MT0008211502,Q1,Pop/Rock,Pop/Rock,0
A086-123,L136-123,Q1,"House,Dance-Pop,Pop/Rock,Club/Dance,Electronic,R&B,Urban",Pop/Rock,0
MT0008236217,MT0008236217,Q1,Pop/Rock,Pop/Rock,0
MT0008236389,MT0008236389,Q2,"Electronic,R&B",Electronic,5
MT0008237717,MT0008237717,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0008241153,MT0008241153,Q3,"Blues,R&B",R&B,3
A105-117,L155-117,Q1,"Electronic,R&B",Electronic,5
MT0008276763,MT0008276763,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0008296972,MT0008296972,Q3,"Pop/Rock,Vocal",Pop/Rock,0
MT0008307905,MT0008307905,Q2,Pop/Rock,Pop/Rock,0
MT0008308461,MT0008308461,Q1,"Electronic,Pop/Rock",Pop/Rock,0
A160-149,L050-149,Q1,R&B,R&B,3
MT0008313843,MT0008313843,Q1,Pop/Rock,Pop/Rock,0
MT0008327012,MT0008327012,Q3,"Blues,R&B",R&B,3
MT0008347586,MT0008347586,Q2,Rap,Rap,4
MT0008352590,MT0008352590,Q2,Rap,Rap,4
MT0008361425,MT0008361425,Q2,Pop/Rock,Pop/Rock,0
MT0008363189,MT0008363189,Q1,R&B,R&B,3
MT0008363839,MT0008363839,Q1,Religious,Religious,9
MT0008368311,MT0008368311,Q3,Blues,Blues,7
MT0008371251,MT0008371251,Q1,R&B,R&B,3
MT0008385501,MT0008385501,Q2,Pop/Rock,Pop/Rock,0
MT0008386252,MT0008386252,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0008401073,MT0008401073,Q1,"Country,Pop/Rock",Pop/Rock,0
MT0008408635,MT0008408635,Q4,Religious,Religious,9
MT0008421900,MT0008421900,Q4,"Country,Pop/Rock,Religious",Pop/Rock,0
A127-133,L017-133,Q2,"Heavy Metal,Hard Rock,Pop/Rock",Pop/Rock,0
MT0008425616,MT0008425616,Q2,"International,Pop/Rock",Pop/Rock,0
MT0008428932,MT0008428932,Q3,"Folk,International",International,10
MT0008431795,MT0008431795,Q1,R&B,R&B,3
MT0008493270,MT0008493270,Q3,"Avant-Garde,New Age,Pop/Rock",Pop/Rock,0
MT0008511909,MT0008511909,Q2,Rap,Rap,4
MT0008530072,MT0008530072,Q2,"International,Pop/Rock",Pop/Rock,0
MT0008530652,MT0008530652,Q4,"Country,Pop/Rock",Pop/Rock,0
MT0008537015,MT0008537015,Q1,Pop/Rock,Pop/Rock,0
MT0008548050,MT0008548050,Q4,Reggae,Reggae,8
MT0008554680,MT0008554680,Q2,Pop/Rock,Pop/Rock,0
MT0008570712,MT0008570712,Q2,"R&B,Rap",R&B,3
MT0008573252,MT0008573252,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0008578405,MT0008578405,Q2,Pop/Rock,Pop/Rock,0
MT0008596505,MT0008596505,Q4,"Holiday,R&B",R&B,3
MT0008596537,MT0008596537,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0008602863,MT0008602863,Q2,Rap,Rap,4
MT0008632122,MT0008632122,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0008635124,MT0008635124,Q2,"International,Pop/Rock",Pop/Rock,0
MT0008649724,MT0008649724,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0008672387,MT0008672387,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0008673460,MT0008673460,Q1,"Electronic,R&B",Electronic,5
MT0008684978,MT0008684978,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0008709705,MT0008709705,Q3,Blues,Blues,7
MT0008740787,MT0008740787,Q4,"Country,Religious",Country,1
MT0008750426,MT0008750426,Q4,Jazz,Jazz,2
A090-94,L140-94,Q2,Rap,Rap,4
MT0008790106,MT0008790106,Q4,Pop/Rock,Pop/Rock,0
MT0008790360,MT0008790360,Q2,"International,Pop/Rock",Pop/Rock,0
MT0008791082,MT0008791082,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0008806305,MT0008806305,Q2,"International,Pop/Rock",Pop/Rock,0
MT0008813307,MT0008813307,Q3,Pop/Rock,Pop/Rock,0
MT0008813309,MT0008813309,Q1,"Electronic,R&B",Electronic,5
A084-75,L134-75,Q3,"Adult Contemporary,Contemporary R&B,R&B,Pop/Rock",Pop/Rock,0
MT0008863436,MT0008863436,Q2,Pop/Rock,Pop/Rock,0
MT0008882630,MT0008882630,Q2,Pop/Rock,Pop/Rock,0
MT0008883788,MT0008883788,Q3,"Country,Folk,Pop/Rock",Pop/Rock,0
A039,L089,Q1,"Disco,R&B,Swedish Pop/Rock,Euro-Pop,Contemporary Pop/Rock,Pop/Rock",Pop/Rock,0
MT0008960612,MT0008960612,Q3,"Blues,R&B",R&B,3
MT0008969183,MT0008969183,Q3,Pop/Rock,Pop/Rock,0
MT0008972801,MT0008972801,Q1,"Electronic,Latin,Pop/Rock,R&B",Pop/Rock,0
A035,L085,Q3,"Neo-Prog,Prog-Rock,Heavy Metal,Hard Rock,Progressive Metal,Pop/Rock",Pop/Rock,0
MT0008999898,MT0008999898,Q3,"Blues,Folk",Blues,7
MT0009005900,MT0009005900,Q1,Country,Country,1
MT0009008051,MT0009008051,Q3,"Pop/Rock,Rap",Pop/Rock,0
MT0009010830,MT0009010830,Q1,"Electronic,Latin,Pop/Rock,R&B",Pop/Rock,0
MT0009025845,MT0009025845,Q3,Pop/Rock,Pop/Rock,0
MT0009041370,MT0009041370,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0009041848,MT0009041848,Q1,"R&B,Rap",R&B,3
MT0009075362,MT0009075362,Q4,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0009112823,MT0009112823,Q4,"Pop/Rock,Rap",Pop/Rock,0
MT0009117202,MT0009117202,Q2,Rap,Rap,4
MT0009123251,MT0009123251,Q2,"International,Pop/Rock",Pop/Rock,0
MT0009164591,MT0009164591,Q3,Country,Country,1
MT0009164605,MT0009164605,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0009169626,MT0009169626,Q3,"Folk,Pop/Rock",Pop/Rock,0
MT0009172291,MT0009172291,Q2,Pop/Rock,Pop/Rock,0
MT0009188643,MT0009188643,Q1,Reggae,Reggae,8
MT0009206381,MT0009206381,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0009208842,MT0009208842,Q1,Country,Country,1
MT0009213083,MT0009213083,Q1,"Electronic,R&B",Electronic,5
MT0009217411,MT0009217411,Q2,Rap,Rap,4
MT0009220462,MT0009220462,Q3,"Country,Folk,International",Country,1
MT0009233872,MT0009233872,Q1,Pop/Rock,Pop/Rock,0
MT0009239443,MT0009239443,Q2,"International,Pop/Rock",Pop/Rock,0
MT0009253379,MT0009253379,Q1,"Electronic,R&B",Electronic,5
MT0009263768,MT0009263768,Q3,Country,Country,1
MT0009300582,MT0009300582,Q3,"Alternative/Indie Rock,Alternative Dance,Trip-Hop,Pop/Rock,Electronic,Electronica",Pop/Rock,0
MT0009312856,MT0009312856,Q3,Country,Country,1
MT0009319587,MT0009319587,Q2,Pop/Rock,Pop/Rock,0
MT0009320357,MT0009320357,Q2,Pop/Rock,Pop/Rock,0
MT0009346128,MT0009346128,Q2,"Folk,Pop/Rock",Pop/Rock,0
MT0009348908,MT0009348908,Q2,"Folk,Pop/Rock",Pop/Rock,0
MT0009360971,MT0009360971,Q2,Pop/Rock,Pop/Rock,0
MT0009375581,MT0009375581,Q4,"Jazz,Vocal",Jazz,2
MT0009378909,MT0009378909,Q1,"Electronic,R&B",Electronic,5
MT0009385684,MT0009385684,Q3,Pop/Rock,Pop/Rock,0
MT0009390091,MT0009390091,Q1,R&B,R&B,3
MT0009425259,MT0009425259,Q2,Pop/Rock,Pop/Rock,0
MT0009430339,MT0009430339,Q2,Pop/Rock,Pop/Rock,0
MT0009464817,MT0009464817,Q3,"Folk,Pop/Rock,R&B",Pop/Rock,0
MT0009469599,MT0009469599,Q3,Country,Country,1
MT0009495280,MT0009495280,Q3,Pop/Rock,Pop/Rock,0
MT0009495284,MT0009495284,Q3,Pop/Rock,Pop/Rock,0
MT0009495285,MT0009495285,Q3,Pop/Rock,Pop/Rock,0
MT0009619048,MT0009619048,Q3,"International,Pop/Rock",Pop/Rock,0
MT0009631750,MT0009631750,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0009635389,MT0009635389,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0009635394,MT0009635394,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0009635397,MT0009635397,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0009693151,MT0009693151,Q3,Pop/Rock,Pop/Rock,0
MT0009740290,MT0009740290,Q4,"Country,Pop/Rock",Pop/Rock,0
MT0009741521,MT0009741521,Q4,Holiday,Holiday,11
MT0009741760,MT0009741760,Q4,"Holiday,Pop/Rock",Pop/Rock,0
MT0009741774,MT0009741774,Q4,"Holiday,Jazz,Vocal",Jazz,2
MT0009781899,MT0009781899,Q3,Country,Country,1
MT0009795009,MT0009795009,Q4,"Holiday,International,New Age,Pop/Rock",Pop/Rock,0
MT0009868354,MT0009868354,Q4,"Holiday,Vocal",Vocal,6
MT0009872131,MT0009872131,Q2,Pop/Rock,Pop/Rock,0
A193,L193,Q2,"Contemporary Pop/Rock,Pop/Rock,Album Rock,Arena Rock",Pop/Rock,0
MT0009908994,MT0009908994,Q2,Pop/Rock,Pop/Rock,0
MT0009996318,MT0009996318,Q3,"Jazz,Vocal",Jazz,2
MT0010007878,MT0010007878,Q3,Pop/Rock,Pop/Rock,0
MT0010007881,MT0010007881,Q3,Pop/Rock,Pop/Rock,0
MT0010007882,MT0010007882,Q3,Pop/Rock,Pop/Rock,0
MT0010049476,MT0010049476,Q4,Country,Country,1
MT0010065686,MT0010065686,Q1,Rap,Rap,4
MT0010083757,MT0010083757,Q4,"Country,Folk",Country,1
MT0010085729,MT0010085729,Q1,Rap,Rap,4
MT0010100277,MT0010100277,Q2,Pop/Rock,Pop/Rock,0
MT0010100278,MT0010100278,Q1,Pop/Rock,Pop/Rock,0
MT0010100279,MT0010100279,Q1,Pop/Rock,Pop/Rock,0
MT0010100283,MT0010100283,Q3,Pop/Rock,Pop/Rock,0
MT0010100285,MT0010100285,Q1,Pop/Rock,Pop/Rock,0
MT0010100333,MT0010100333,Q1,Pop/Rock,Pop/Rock,0
A157-71,L047-71,Q3,"Singer/Songwriter,Psychedelic/Garage,Folk-Rock,British Invasion,Contemporary Pop/Rock,Early Pop/Rock,Pop/Rock",Pop/Rock,0
MT0010100428,MT0010100428,Q4,"Pop/Rock,Stage & Screen",Pop/Rock,0
MT0010203716,MT0010203716,Q4,"International,Reggae",International,10
MT0010257371,MT0010257371,Q3,Pop/Rock,Pop/Rock,0
MT0010261584,MT0010261584,Q4,Stage & Screen,Stage & Screen,13
MT0010261588,MT0010261588,Q1,Pop/Rock,Pop/Rock,0
MT0010278984,MT0010278984,Q4,"Pop/Rock,R&B",Pop/Rock,0
MT0010290775,MT0010290775,Q4,"Country,Holiday",Country,1
MT0010290785,MT0010290785,Q4,"Country,Holiday",Country,1
MT0010290788,MT0010290788,Q4,"Country,Holiday",Country,1
MT0010305995,MT0010305995,Q4,"Country,Holiday",Country,1
MT0010310891,MT0010310891,Q2,Pop/Rock,Pop/Rock,0
MT0010310894,MT0010310894,Q2,Pop/Rock,Pop/Rock,0
MT0010310896,MT0010310896,Q2,Pop/Rock,Pop/Rock,0
MT0010310898,MT0010310898,Q2,Pop/Rock,Pop/Rock,0
MT0010310899,MT0010310899,Q2,Pop/Rock,Pop/Rock,0
A128-109,L018-109,Q1,"Pop,Contemporary R&B,R&B",R&B,3
MT0010346228,MT0010346228,Q1,"Pop/Rock,Stage & Screen",Pop/Rock,0
MT0010368848,MT0010368848,Q1,Pop/Rock,Pop/Rock,0
MT0010375510,MT0010375510,Q3,Reggae,Reggae,8
MT0010379209,MT0010379209,Q4,"International,Pop/Rock",Pop/Rock,0
MT0010405928,MT0010405928,Q2,Pop/Rock,Pop/Rock,0
MT0010444469,MT0010444469,Q4,Reggae,Reggae,8
MT0010468178,MT0010468178,Q3,Pop/Rock,Pop/Rock,0
MT0010477194,MT0010477194,Q2,Pop/Rock,Pop/Rock,0
MT0010481194,MT0010481194,Q2,Pop/Rock,Pop/Rock,0
MT0010482550,MT0010482550,Q1,"Blues,R&B",R&B,3
MT0010487366,MT0010487366,Q2,Pop/Rock,Pop/Rock,0
MT0010487702,MT0010487702,Q2,"Heavy Metal,Speed/Thrash Metal,Pop/Rock",Pop/Rock,0
MT0010502078,MT0010502078,Q2,Rap,Rap,4
MT0010510852,MT0010510852,Q1,Jazz,Jazz,2
MT0010512527,MT0010512527,Q4,"Stage & Screen,Vocal",Vocal,6
MT0010526041,MT0010526041,Q2,Pop/Rock,Pop/Rock,0
MT0010548963,MT0010548963,Q1,Pop/Rock,Pop/Rock,0
MT0010552303,MT0010552303,Q1,Pop/Rock,Pop/Rock,0
MT0010574326,MT0010574326,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0010582452,MT0010582452,Q4,Reggae,Reggae,8
MT0010612023,MT0010612023,Q2,Rap,Rap,4
MT0010616215,MT0010616215,Q2,Rap,Rap,4
MT0010617945,MT0010617945,Q1,"Country,Electronic,Pop/Rock",Pop/Rock,0
MT0010623104,MT0010623104,Q2,Rap,Rap,4
MT0010624346,MT0010624346,Q2,Rap,Rap,4
MT0010630017,MT0010630017,Q3,Country,Country,1
MT0010670378,MT0010670378,Q4,"Jazz,Pop/Rock,Vocal",Pop/Rock,0
MT0010674530,MT0010674530,Q3,Pop/Rock,Pop/Rock,0
MT0010674859,MT0010674859,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0010687397,MT0010687397,Q2,"Alternative/Indie Rock,Alternative Metal,Industrial,Industrial Metal",Alternative/Indie Rock,16
MT0010705334,MT0010705334,Q1,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0010706869,MT0010706869,Q1,"Electronic,R&B",Electronic,5
MT0010710874,MT0010710874,Q3,"Blues,Jazz",Jazz,2
MT0010715611,MT0010715611,Q2,"Electronic,Pop/Rock",Pop/Rock,0
MT0010723658,MT0010723658,Q3,Pop/Rock,Pop/Rock,0
MT0010723756,MT0010723756,Q4,"Easy Listening,Jazz",Jazz,2
MT0010736208,MT0010736208,Q2,Rap,Rap,4
MT0010736281,MT0010736281,Q2,Pop/Rock,Pop/Rock,0
MT0010751134,MT0010751134,Q3,Country,Country,1
MT0010753520,MT0010753520,Q3,"Easy Listening,Pop/Rock",Pop/Rock,0
MT0010754290,MT0010754290,Q1,"Electronic,Pop/Rock,R&B",Pop/Rock,0
MT0010755212,MT0010755212,Q1,Pop/Rock,Pop/Rock,0
MT0010777106,MT0010777106,Q1,Vocal,Vocal,6
MT0010815151,MT0010815151,Q3,"Blues,Jazz,Vocal",Jazz,2
MT0010823031,MT0010823031,Q3,Blues,Blues,7
MT0010850805,MT0010850805,Q3,Blues,Blues,7
MT0010857270,MT0010857270,Q2,Pop/Rock,Pop/Rock,0
MT0010883435,MT0010883435,Q1,"R&B,Stage & Screen",R&B,3
MT0010897525,MT0010897525,Q2,Pop/Rock,Pop/Rock,0
MT0010902792,MT0010902792,Q1,Pop/Rock,Pop/Rock,0
MT0010922381,MT0010922381,Q2,Pop/Rock,Pop/Rock,0
MT0010967419,MT0010967419,Q4,R&B,R&B,3
MT0010978213,MT0010978213,Q2,Rap,Rap,4
MT0010980499,MT0010980499,Q4,"Pop/Rock,Religious",Pop/Rock,0
MT0010983830,MT0010983830,Q2,Pop/Rock,Pop/Rock,0
MT0011095825,MT0011095825,Q3,"Avant-Garde,Pop/Rock",Pop/Rock,0
MT0011145388,MT0011145388,Q2,Rap,Rap,4
MT0011162069,MT0011162069,Q3,Country,Country,1
MT0011204639,MT0011204639,Q1,Pop/Rock,Pop/Rock,0
MT0011252708,MT0011252708,Q2,Rap,Rap,4
MT0011292112,MT0011292112,Q4,"Country,Holiday",Country,1
MT0011302120,MT0011302120,Q4,"Folk,Pop/Rock",Pop/Rock,0
MT0011308097,MT0011308097,Q3,Pop/Rock,Pop/Rock,0
MT0011322528,MT0011322528,Q2,Pop/Rock,Pop/Rock,0
MT0011332604,MT0011332604,Q4,"Stage & Screen,Vocal",Vocal,6
MT0011342337,MT0011342337,Q3,R&B,R&B,3
MT0011348776,MT0011348776,Q2,Rap,Rap,4
MT0011353873,MT0011353873,Q2,"Heavy Metal,Hard Rock,Pop/Rock",Pop/Rock,0
MT0011361934,MT0011361934,Q2,Pop/Rock,Pop/Rock,0
MT0011387901,MT0011387901,Q2,Pop/Rock,Pop/Rock,0
MT0011391187,MT0011391187,Q3,Blues,Blues,7
MT0011391356,MT0011391356,Q2,Rap,Rap,4
A030,L080,Q4,"Rock & Roll,Pop/Rock",Pop/Rock,0
MT0011395375,MT0011395375,Q4,"International,New Age,Pop/Rock",Pop/Rock,0
MT0011403548,MT0011403548,Q4,Country,Country,1
MT0011426003,MT0011426003,Q2,Rap,Rap,4
MT0011448773,MT0011448773,Q1,Pop/Rock,Pop/Rock,0
MT0011487003,MT0011487003,Q1,"Electronic,Latin,Pop/Rock",Pop/Rock,0
MT0011510700,MT0011510700,Q1,Pop/Rock,Pop/Rock,0
MT0011558921,MT0011558921,Q1,"Blues,Pop/Rock",Pop/Rock,0
MT0011594970,MT0011594970,Q3,"Jazz,Vocal",Jazz,2
MT0011659985,MT0011659985,Q4,"Jazz,Vocal",Jazz,2
MT0011677264,MT0011677264,Q3,"Electronic,Pop/Rock",Pop/Rock,0
MT0011711878,MT0011711878,Q4,Country,Country,1
MT0011716005,MT0011716005,Q1,Pop/Rock,Pop/Rock,0
MT0011741035,MT0011741035,Q3,Pop/Rock,Pop/Rock,0
MT0011767762,MT0011767762,Q1,Pop/Rock,Pop/Rock,0
MT0011772341,MT0011772341,Q1,Country,Country,1
MT0011776369,MT0011776369,Q4,"Children's,Pop/Rock",Pop/Rock,0
MT0011800641,MT0011800641,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0011808566,MT0011808566,Q1,Pop/Rock,Pop/Rock,0
MT0011809659,MT0011809659,Q4,"Pop/Rock,R&B",Pop/Rock,0
MT0011818239,MT0011818239,Q4,Pop/Rock,Pop/Rock,0
MT0011821215,MT0011821215,Q1,"Country,Pop/Rock",Pop/Rock,0
MT0011827018,MT0011827018,Q3,"Avant-Garde,Pop/Rock",Pop/Rock,0
MT0011842354,MT0011842354,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0011847514,MT0011847514,Q1,"Electronic,Pop/Rock",Pop/Rock,0
MT0011861922,MT0011861922,Q1,R&B,R&B,3
MT0011878109,MT0011878109,Q1,Pop/Rock,Pop/Rock,0
MT0011879943,MT0011879943,Q2,Pop/Rock,Pop/Rock,0
MT0011881944,MT0011881944,Q1,Blues,Blues,7
MT0011886864,MT0011886864,Q3,Blues,Blues,7
MT0011894681,MT0011894681,Q3,Blues,Blues,7
MT0011895910,MT0011895910,Q1,R&B,R&B,3
MT0011896804,MT0011896804,Q4,"Holiday,Pop/Rock",Pop/Rock,0
MT0011908274,MT0011908274,Q4,"Holiday,Pop/Rock",Pop/Rock,0
MT0011909571,MT0011909571,Q1,"Rock & Roll,Pop/Rock,Contemporary Pop/Rock,British Invasion,Merseybeat,Early Pop/Rock",Pop/Rock,0
MT0011914836,MT0011914836,Q1,Pop/Rock,Pop/Rock,0
MT0011920419,MT0011920419,Q1,Blues,Blues,7
MT0011922905,MT0011922905,Q4,"Children's,Pop/Rock",Pop/Rock,0
MT0011924283,MT0011924283,Q1,R&B,R&B,3
MT0011924316,MT0011924316,Q2,"Electronic,International,Pop/Rock",Pop/Rock,0
MT0011924930,MT0011924930,Q1,"Holiday,Pop/Rock,R&B",Pop/Rock,0
MT0011928183,MT0011928183,Q1,"Rockabilly,Pop/Rock,Early Pop/Rock,Rock & Roll",Pop/Rock,0
MT0011929096,MT0011929096,Q4,Pop/Rock,Pop/Rock,0
MT0011933875,MT0011933875,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0011937155,MT0011937155,Q2,"Heavy Metal,Speed/Thrash Metal",Heavy Metal,17
MT0011937271,MT0011937271,Q3,"Jazz,Vocal",Jazz,2
MT0011940781,MT0011940781,Q2,"Heavy Metal,Speed/Thrash Metal,Pop/Rock",Pop/Rock,0
MT0011943335,MT0011943335,Q2,"Heavy Metal,Speed/Thrash Metal,Pop/Rock",Pop/Rock,0
MT0011944405,MT0011944405,Q2,"Heavy Metal,Speed/Thrash Metal",Heavy Metal,17
MT0011945841,MT0011945841,Q2,"Heavy Metal,Speed/Thrash Metal,Pop/Rock",Pop/Rock,0
MT0011950450,MT0011950450,Q1,"Holiday,Pop/Rock",Pop/Rock,0
MT0011957429,MT0011957429,Q1,R&B,R&B,3
